"player","level","gender","division","team_name","Turns","Ds","Assists","Points","plus_minus","team_games","turns_per_game","ds_per_game","ast_per_game","pts_per_game","pls_mns_per_game","school"
"Sam Kilgore","Division 1","Men","Division 1 Men","Colorado Mambird",0,1,0,2,3,7,0,0.142857143,0,0.285714286,0.428571429,"Colorado"
"Sabine Blumenthal","Division 3","Women","Division 3 Women","Colorado College Zenith",18,11,6,4,3,6,3,1.833333333,1,0.666666667,0.5,"Colorado College"
"Ryan Ward","Division 3","Men","Division 3 Men","Oberlin Flying Horsecows",13,4,9,3,3,6,2.166666667,0.666666667,1.5,0.5,0.5,"Oberlin"
"Roni Itkin-Ofer","Division 1","Women","Division 1 Women","Pennsylvania Venus",0,0,1,2,3,5,0,0,0.2,0.4,0.6,"Pennsylvania"
"Renaud St-Onge","Division 1","Men","Division 1 Men","Ottawa Gee-Gees",1,1,0,3,3,5,0.2,0.2,0,0.6,0.6,"Ottawa"
"Rebecca Hazen","Division 3","Women","Division 3 Women","Carleton Eclipse",5,4,2,2,3,6,0.833333333,0.666666667,0.333333333,0.333333333,0.5,"Carleton"
"Owen Snyder-Smith","Division 3","Men","Division 3 Men","Middlebury Pranksters",1,3,1,0,3,5,0.2,0.6,0.2,0,0.6,"Middlebury"
"Owen Alvord","Division 3","Men","Division 3 Men","Whitman Sweets",1,1,1,2,3,6,0.166666667,0.166666667,0.166666667,0.333333333,0.5,"Whitman"
"Oliver Faase","Division 1","Men","Division 1 Men","Cal Poly-SLO Slocore",0,1,0,2,3,7,0,0.142857143,0,0.285714286,0.428571429,"Cal Poly SLO"
"Noah Urrutia","Division 1","Men","Division 1 Men","Brown Brownian Motion",0,1,0,2,3,8,0,0.125,0,0.25,0.375,"Brown"
"Noah Krumme","Division 1","Men","Division 1 Men","North Carolina Darkside",1,0,1,3,3,6,0.166666667,0,0.166666667,0.5,0.5,"North Carolina"
"Noah Edmonds-Estes","Division 3","Men","Division 3 Men","Bates Orange Whip",2,0,2,3,3,6,0.333333333,0,0.333333333,0.5,0.5,"Bates"
"Nico Gabby","Division 1","Men","Division 1 Men","Vermont Chill",2,1,3,1,3,5,0.4,0.2,0.6,0.2,0.6,"Vermont"
"Nicholas Cao","Division 1","Men","Division 1 Men","Oregon EGO",1,1,1,2,3,6,0.166666667,0.166666667,0.166666667,0.333333333,0.5,"Oregon"
"Miles Goldman","Division 3","Men","Division 3 Men","Richmond Spidermonkeys",3,0,4,2,3,6,0.5,0,0.666666667,0.333333333,0.5,"Richmond"
"Mette Peluce","Division 3","Women","Division 3 Women","Lewis & Clark Artemis",0,3,0,0,3,5,0,0.6,0,0,0.6,"Lewis & Clark"
"Megan Louie","Division 1","Women","Division 1 Women","Washington Element",5,2,3,3,3,5,1,0.4,0.6,0.6,0.6,"Washington"
"May Courtney","Division 3","Women","Division 3 Women","Haverford/Bryn Mawr Sneetches",4,1,0,6,3,6,0.666666667,0.166666667,0,1,0.5,"Haverford/Bryn"
"Max Massey","Division 1","Men","Division 1 Men","Oregon EGO",6,2,4,3,3,6,1,0.333333333,0.666666667,0.5,0.5,"Oregon"
"Matt Rix","Division 1","Men","Division 1 Men","Oregon State Beavers",4,0,1,6,3,5,0.8,0,0.2,1.2,0.6,"Oregon State"
"Marco Willen","Division 3","Men","Division 3 Men","Bates Orange Whip",0,1,0,2,3,6,0,0.166666667,0,0.333333333,0.5,"Bates"
"Marco Muralles","Division 1","Men","Division 1 Men","Oregon EGO",0,1,2,0,3,6,0,0.166666667,0.333333333,0,0.5,"Oregon"
"Luke Updike","Division 3","Men","Division 3 Men","Franciscan Fatal",4,3,1,3,3,6,0.666666667,0.5,0.166666667,0.5,0.5,"Franciscan"
"Louis Douville Beaudoin","Division 3","Men","Division 3 Men","Middlebury Pranksters",1,0,2,2,3,5,0.2,0,0.4,0.4,0.6,"Middlebury"
"Logan Hammersmith","Division 3","Men","Division 3 Men","Oklahoma Christian Eagles",0,0,1,2,3,5,0,0,0.2,0.4,0.6,"Oklahoma Christian"
"Lena Nyblade","Division 1","Women","Division 1 Women","Colorado Quandary",1,2,0,2,3,7,0.142857143,0.285714286,0,0.285714286,0.428571429,"Colorado"
"Lena Millard-Kish","Division 1","Women","Division 1 Women","Washington Element",0,1,1,1,3,5,0,0.2,0.2,0.2,0.6,"Washington"
"Laura Boyd","Division 3","Women","Division 3 Women","Carleton Eclipse",2,1,2,2,3,6,0.333333333,0.166666667,0.333333333,0.333333333,0.5,"Carleton"
"Korie Rudin","Division 1","Women","Division 1 Women","Georgia Athena",0,0,0,3,3,5,0,0,0,0.6,0.6,"Georgia"
"Kjellen MacBain","Division 3","Men","Division 3 Men","Williams WUFO",10,4,8,1,3,6,1.666666667,0.666666667,1.333333333,0.166666667,0.5,"Williams"
"Kali Bate","Division 3","Women","Division 3 Women","Wellesley Whiptails",14,3,1,13,3,6,2.333333333,0.5,0.166666667,2.166666667,0.5,"Wellesley"
"Kaisa Olson","Division 3","Women","Division 3 Women","St Olaf Vortex",9,5,1,6,3,5,1.8,1,0.2,1.2,0.6,"St Olaf"
"Kaia O’Neill","Division 3","Women","Division 3 Women","Lewis & Clark Artemis",2,2,0,3,3,5,0.4,0.4,0,0.6,0.6,"Lewis & Clark"
"Kai LaMothe","Division 3","Men","Division 3 Men","Williams WUFO",1,1,1,2,3,6,0.166666667,0.166666667,0.166666667,0.333333333,0.5,"Williams"
"Josh Stanton","Division 3","Men","Division 3 Men","St Olaf Berzerkers",2,2,0,3,3,6,0.333333333,0.333333333,0,0.5,0.5,"St Olaf"
"Josefina O'Toole","Division 1","Women","Division 1 Women","California - San Diego D-Co",4,4,2,1,3,5,0.8,0.8,0.4,0.2,0.6,"UCSD"
"Jorre Dahl","Division 3","Men","Division 3 Men","Middlebury Pranksters",4,0,3,4,3,5,0.8,0,0.6,0.8,0.6,"Middlebury"
"Jenalyn Ng","Division 1","Women","Division 1 Women","British Columbia Thunderbirds",3,4,0,2,3,6,0.5,0.666666667,0,0.333333333,0.5,"British Columbia"
"Jedidiah Pratt","Division 1","Men","Division 1 Men","Minnesota Grey Duck",0,1,1,1,3,5,0,0.2,0.2,0.2,0.6,"Minnesota"
"James Euston","Division 3","Men","Division 3 Men","Franciscan Fatal",12,5,9,1,3,6,2,0.833333333,1.5,0.166666667,0.5,"Franciscan"
"Jake Schwartz","Division 1","Men","Division 1 Men","North Carolina Darkside",0,2,0,1,3,6,0,0.333333333,0,0.166666667,0.5,"North Carolina"
"Jacob Markus","Division 1","Men","Division 1 Men","Minnesota Grey Duck",3,1,3,2,3,5,0.6,0.2,0.6,0.4,0.6,"Minnesota"
"Jack McCleary","Division 1","Men","Division 1 Men","North Carolina Darkside",1,4,0,0,3,6,0.166666667,0.666666667,0,0,0.5,"North Carolina"
"Jack Davis","Division 1","Men","Division 1 Men","Michigan Magnum",0,1,0,2,3,5,0,0.2,0,0.4,0.6,"Michigan"
"Ivan Khoo","Division 3","Men","Division 3 Men","Berry Bucks",0,0,2,1,3,6,0,0,0.333333333,0.166666667,0.5,"Berry"
"Isaac Trommer","Division 1","Men","Division 1 Men","Washington University Contra",2,3,0,2,3,5,0.4,0.6,0,0.4,0.6,"Washington University"
"Henry Currie","Division 3","Men","Division 3 Men","Whitman Sweets",1,2,1,1,3,6,0.166666667,0.333333333,0.166666667,0.166666667,0.5,"Whitman"
"Hayden Fahnhorst","Division 3","Men","Division 3 Men","St Olaf Berzerkers",0,1,1,1,3,6,0,0.166666667,0.166666667,0.166666667,0.5,"St Olaf"
"Hannah Hackenmueller","Division 1","Women","Division 1 Women","Carleton Syzygy",0,2,0,1,3,6,0,0.333333333,0,0.166666667,0.5,"Carleton"
"Graham Gordon","Division 3","Men","Division 3 Men","Carleton CHOP",2,2,1,2,3,6,0.333333333,0.333333333,0.166666667,0.333333333,0.5,"Carleton"
"Grace Mattox","Division 1","Women","Division 1 Women","Colorado Quandary",0,0,0,3,3,7,0,0,0,0.428571429,0.428571429,"Colorado"
"Genesis Meadows","Division 3","Women","Division 3 Women","Richmond Red Hots",5,3,2,3,3,6,0.833333333,0.5,0.333333333,0.5,0.5,"Richmond"
"Geir Hartl","Division 3","Men","Division 3 Men","Middlebury Pranksters",9,2,7,3,3,5,1.8,0.4,1.4,0.6,0.6,"Middlebury"
"Fin Fuhrmann","Division 1","Men","Division 1 Men","Carleton CUT",6,0,6,3,3,5,1.2,0,1.2,0.6,0.6,"Carleton"
"Evelyn Leduc","Division 1","Women","Division 1 Women","Carleton Syzygy",2,2,0,3,3,6,0.333333333,0.333333333,0,0.5,0.5,"Carleton"
"Evan Medrow","Division 1","Men","Division 1 Men","Penn State Spank",4,2,2,3,3,5,0.8,0.4,0.4,0.6,0.6,"Penn State"
"Evan Kandell","Division 1","Men","Division 1 Men","Cal Ursa Major",2,1,0,4,3,5,0.4,0.2,0,0.8,0.6,"Cal"
"Emily Dalley","Division 1","Women","Division 1 Women","Utah Spiral Jetty",0,0,0,3,3,5,0,0,0,0.6,0.6,"Utah"
"Emi Moreno","Division 1","Women","Division 1 Women","Western Washington Chaos",0,2,1,0,3,5,0,0.4,0.2,0,0.6,"Western Washington"
"Elliot Green","Division 3","Men","Division 3 Men","Berry Bucks",2,0,3,2,3,6,0.333333333,0,0.5,0.333333333,0.5,"Berry"
"Danny Shope","Division 3","Men","Division 3 Men","Carleton CHOP",8,3,6,2,3,6,1.333333333,0.5,1,0.333333333,0.5,"Carleton"
"Constanza Capriles","Division 1","Women","Division 1 Women","Michigan Flywheel",7,7,1,2,3,5,1.4,1.4,0.2,0.4,0.6,"Michigan"
"Collin Pearson","Division 3","Men","Division 3 Men","Carleton CHOP",0,0,0,3,3,6,0,0,0,0.5,0.5,"Carleton"
"Colby Bong","Division 1","Men","Division 1 Men","Alabama-Huntsville Nightmares",0,3,0,0,3,5,0,0.6,0,0,0.6,"Alabama-Huntsville"
"Charles Forster","Division 3","Men","Division 3 Men","Oberlin Flying Horsecows",0,1,1,1,3,6,0,0.166666667,0.166666667,0.166666667,0.5,"Oberlin"
"Chanel van Ginkel","Division 1","Women","Division 1 Women","Utah Spiral Jetty",2,4,0,1,3,5,0.4,0.8,0,0.2,0.6,"Utah"
"Caroline Lukasick","Division 3","Women","Division 3 Women","Union Jillz",7,4,0,6,3,6,1.166666667,0.666666667,0,1,0.5,"Union"
"Camryn Hines","Division 3","Women","Division 3 Women","Portland UPRoar",0,1,0,2,3,6,0,0.166666667,0,0.333333333,0.5,"Portland"
"Cameron Curney","Division 1","Men","Division 1 Men","Brown Brownian Motion",0,2,0,1,3,8,0,0.25,0,0.125,0.375,"Brown"
"Brooke Chomko","Division 1","Women","Division 1 Women","Tufts EWO",0,1,1,1,3,5,0,0.2,0.2,0.2,0.6,"Tufts"
"Bria Stocker","Division 1","Women","Division 1 Women","Michigan Flywheel",3,4,1,1,3,5,0.6,0.8,0.2,0.2,0.6,"Michigan"
"Brenden Gasper","Division 1","Men","Division 1 Men","Pittsburgh En Sabah Nur",0,1,2,0,3,5,0,0.2,0.4,0,0.6,"Pittsburgh"
"Breanna Campbell","Division 1","Women","Division 1 Women","Michigan Flywheel",1,0,0,4,3,5,0.2,0,0,0.8,0.6,"Michigan"
"Bradley Fleming","Division 1","Men","Division 1 Men","Alabama-Huntsville Nightmares",3,2,3,1,3,5,0.6,0.4,0.6,0.2,0.6,"Alabama-Huntsville"
"Bodhi Harmony","Division 1","Men","Division 1 Men","North Carolina Darkside",1,1,1,2,3,6,0.166666667,0.166666667,0.166666667,0.333333333,0.5,"North Carolina"
"Bobby Eleveld","Division 1","Men","Division 1 Men","Carleton CUT",2,3,1,1,3,5,0.4,0.6,0.2,0.2,0.6,"Carleton"
"Austin King","Division 1","Men","Division 1 Men","Minnesota Grey Duck",3,0,1,5,3,5,0.6,0,0.2,1,0.6,"Minnesota"
"Audrey Deligan","Division 3","Women","Division 3 Women","Grinnell Grinneleanor Roosevelts",3,3,2,1,3,6,0.5,0.5,0.333333333,0.166666667,0.5,"Grinnell"
"Anna Eifert","Division 3","Women","Division 3 Women","Carleton Eclipse",4,3,2,2,3,6,0.666666667,0.5,0.333333333,0.333333333,0.5,"Carleton"
"Andrew Yeh","Division 3","Men","Division 3 Men","Carleton CHOP",5,3,5,0,3,6,0.833333333,0.5,0.833333333,0,0.5,"Carleton"
"Andrew Purcell","Division 3","Men","Division 3 Men","Berry Bucks",0,2,1,0,3,6,0,0.333333333,0.166666667,0,0.5,"Berry"
"Andie Madsen","Division 1","Women","Division 1 Women","Utah Spiral Jetty",3,4,0,2,3,5,0.6,0.8,0,0.4,0.6,"Utah"
"Ami Endo","Division 3","Men","Division 3 Men","Carleton CHOP",4,2,0,5,3,6,0.666666667,0.333333333,0,0.833333333,0.5,"Carleton"
"Allen MacMillan","Division 1","Men","Division 1 Men","NC State Alpha",4,1,5,1,3,6,0.666666667,0.166666667,0.833333333,0.166666667,0.5,"NC State"
"Aidan Stark-Chessa","Division 3","Men","Division 3 Men","Bates Orange Whip",5,3,0,5,3,6,0.833333333,0.5,0,0.833333333,0.5,"Bates"
"Aidan Byrne","Division 3","Men","Division 3 Men","Missouri S&T Miner Threat",5,3,0,5,3,6,0.833333333,0.5,0,0.833333333,0.5,"Missouri S&T"
"Adriel Portillo","Division 3","Men","Division 3 Men","Berry Bucks",1,3,1,0,3,6,0.166666667,0.5,0.166666667,0,0.5,"Berry"
"Zoe Luke","Division 1","Women","Division 1 Women","Oregon Fugue",10,4,3,5,2,6,1.666666667,0.666666667,0.5,0.833333333,0.333333333,"Oregon"
"Wyatt Crow","Division 1","Men","Division 1 Men","Minnesota Grey Duck",0,1,0,1,2,5,0,0.2,0,0.2,0.4,"Minnesota"
"Wyatt Colburn","Division 1","Men","Division 1 Men","Cal Poly-SLO Slocore",2,3,1,0,2,7,0.285714286,0.428571429,0.142857143,0,0.285714286,"Cal Poly SLO"
"William Cox","Division 1","Men","Division 1 Men","Alabama-Huntsville Nightmares",1,0,0,3,2,5,0.2,0,0,0.6,0.4,"Alabama-Huntsville"
"William Beyreis","Division 3","Men","Division 3 Men","Williams WUFO",0,0,0,2,2,6,0,0,0,0.333333333,0.333333333,"Williams"
"William Anderson","Division 3","Men","Division 3 Men","Carleton CHOP",1,2,0,1,2,6,0.166666667,0.333333333,0,0.166666667,0.333333333,"Carleton"
"True Hanson","Division 1","Men","Division 1 Men","Vermont Chill",1,0,2,1,2,5,0.2,0,0.4,0.2,0.4,"Vermont"
"Tova Benson","Division 3","Women","Division 3 Women","Lewis & Clark Artemis",2,1,1,2,2,5,0.4,0.2,0.2,0.4,0.4,"Lewis & Clark"
"Tobias Paperno","Division 1","Men","Division 1 Men","Massachusetts Zoodisc",1,0,2,1,2,5,0.2,0,0.4,0.2,0.4,"Massachusetts"
"Theo Gobeil","Division 1","Men","Division 1 Men","Ottawa Gee-Gees",4,2,2,2,2,5,0.8,0.4,0.4,0.4,0.4,"Ottawa"
"Thais Thomas","Division 1","Women","Division 1 Women","Oregon Fugue",3,0,1,4,2,6,0.5,0,0.166666667,0.666666667,0.333333333,"Oregon"
"Terron Ross","Division 1","Men","Division 1 Men","Ottawa Gee-Gees",6,1,3,4,2,5,1.2,0.2,0.6,0.8,0.4,"Ottawa"
"Tejas Sivarajakumar","Division 1","Men","Division 1 Men","NC State Alpha",3,1,2,2,2,6,0.5,0.166666667,0.333333333,0.333333333,0.333333333,"NC State"
"Sylvie Shaya","Division 3","Women","Division 3 Women","Wellesley Whiptails",2,0,0,4,2,6,0.333333333,0,0,0.666666667,0.333333333,"Wellesley"
"Susannah Cornell","Division 3","Women","Division 3 Women","Wesleyan Vicious Circles",3,3,0,2,2,6,0.5,0.5,0,0.333333333,0.333333333,"Wesleyan"
"Soren Severens","Division 3","Men","Division 3 Men","Whitman Sweets",3,1,3,1,2,6,0.5,0.166666667,0.5,0.166666667,0.333333333,"Whitman"
"Sophie Carpenter","Division 3","Women","Division 3 Women","Macalester Purse Snatchers",10,2,3,7,2,6,1.666666667,0.333333333,0.5,1.166666667,0.333333333,"Macalester"
"Sophie Addison","Division 3","Women","Division 3 Women","Colorado College Zenith",3,2,1,2,2,6,0.5,0.333333333,0.166666667,0.333333333,0.333333333,"Colorado College"
"Simon Korotzer-Mariani","Division 3","Men","Division 3 Men","Oberlin Flying Horsecows",4,0,1,5,2,6,0.666666667,0,0.166666667,0.833333333,0.333333333,"Oberlin"
"Shane Keeton","Division 3","Men","Division 3 Men","Missouri S&T Miner Threat",0,1,0,1,2,6,0,0.166666667,0,0.166666667,0.333333333,"Missouri S&T"
"Serena Goldstone","Division 3","Women","Division 3 Women","Occidental WAC",4,2,3,1,2,6,0.666666667,0.333333333,0.5,0.166666667,0.333333333,"Occidental"
"Saxon Egge","Division 3","Men","Division 3 Men","Oberlin Flying Horsecows",0,0,0,2,2,6,0,0,0,0.333333333,0.333333333,"Oberlin"
"Sarah Trouwborst","Division 3","Women","Division 3 Women","Union Jillz",5,2,2,3,2,6,0.833333333,0.333333333,0.333333333,0.5,0.333333333,"Union"
"Samuel Teppo","Division 1","Men","Division 1 Men","Michigan Magnum",0,1,1,0,2,5,0,0.2,0.2,0,0.4,"Michigan"
"Samuel Redinbo","Division 1","Men","Division 1 Men","North Carolina Darkside",1,2,0,1,2,6,0.166666667,0.333333333,0,0.166666667,0.333333333,"North Carolina"
"Samuel Laur","Division 1","Men","Division 1 Men","Cal Ursa Major",4,2,2,2,2,5,0.8,0.4,0.4,0.4,0.4,"Cal"
"Sam Jordan","Division 1","Men","Division 1 Men","Oregon State Beavers",0,1,0,1,2,5,0,0.2,0,0.2,0.4,"Oregon State"
"Sam Hussey","Division 3","Men","Division 3 Men","Richmond Spidermonkeys",2,2,1,1,2,6,0.333333333,0.333333333,0.166666667,0.166666667,0.333333333,"Richmond"
"Ryan Reinhart","Division 1","Men","Division 1 Men","Texas TUFF",2,0,2,2,2,5,0.4,0,0.4,0.4,0.4,"Texas"
"Ruby Kauffman-Rosengarten","Division 3","Women","Division 3 Women","Wesleyan Vicious Circles",4,1,2,3,2,6,0.666666667,0.166666667,0.333333333,0.5,0.333333333,"Wesleyan"
"Richard Dragicevich","Division 3","Men","Division 3 Men","Davenport Panthers",0,0,1,1,2,6,0,0,0.166666667,0.166666667,0.333333333,"Davenport"
"Riah Burrows","Division 3","Men","Division 3 Men","Oberlin Flying Horsecows",0,0,0,2,2,6,0,0,0,0.333333333,0.333333333,"Oberlin"
"Rebecca Zhang","Division 1","Women","Division 1 Women","Michigan Flywheel",4,0,3,3,2,5,0.8,0,0.6,0.6,0.4,"Michigan"
"Rachel Katzovitz","Division 3","Women","Division 3 Women","St Olaf Vortex",14,5,0,11,2,5,2.8,1,0,2.2,0.4,"St Olaf"
"Prunella Crombie Presberg","Division 1","Women","Division 1 Women","California - Santa Cruz Sol",10,8,1,3,2,5,2,1.6,0.2,0.6,0.4,"USCS"
"Presley Smith","Division 3","Men","Division 3 Men","Williams WUFO",0,1,0,1,2,6,0,0.166666667,0,0.166666667,0.333333333,"Williams"
"Philippa Steinberg","Division 1","Women","Division 1 Women","Washington Element",0,1,0,1,2,5,0,0.2,0,0.2,0.4,"Washington"
"Peter Free","Division 3","Men","Division 3 Men","Franciscan Fatal",0,1,0,1,2,6,0,0.166666667,0,0.166666667,0.333333333,"Franciscan"
"Parissa Teli","Division 1","Women","Division 1 Women","California - San Diego D-Co",0,0,0,2,2,5,0,0,0,0.4,0.4,"UCSD"
"Pah Na","Division 3","Men","Division 3 Men","Carleton CHOP",1,2,0,1,2,6,0.166666667,0.333333333,0,0.166666667,0.333333333,"Carleton"
"Owen Haddad","Division 3","Men","Division 3 Men","Bates Orange Whip",2,1,0,3,2,6,0.333333333,0.166666667,0,0.5,0.333333333,"Bates"
"Omar Semrin","Division 1","Men","Division 1 Men","Colorado Mambird",2,2,0,2,2,7,0.285714286,0.285714286,0,0.285714286,0.285714286,"Colorado"
"Oliver Sumners","Division 3","Men","Division 3 Men","Lewis & Clark Bacchus",3,1,1,3,2,6,0.5,0.166666667,0.166666667,0.5,0.333333333,"Lewis & Clark"
"Noel Sierra","Division 1","Men","Division 1 Men","Massachusetts Zoodisc",3,0,2,3,2,5,0.6,0,0.4,0.6,0.4,"Massachusetts"
"Nima Lhamo","Division 1","Men","Division 1 Men","Massachusetts Zoodisc",1,2,1,0,2,5,0.2,0.4,0.2,0,0.4,"Massachusetts"
"Nico Christakos","Division 1","Men","Division 1 Men","Vermont Chill",2,3,1,0,2,5,0.4,0.6,0.2,0,0.4,"Vermont"
"Natalia Maahs","Division 3","Women","Division 3 Women","Colorado College Zenith",4,1,2,3,2,6,0.666666667,0.166666667,0.333333333,0.5,0.333333333,"Colorado College"
"Mikah Keetch","Division 3","Women","Division 3 Women","Lewis & Clark Artemis",16,4,10,4,2,5,3.2,0.8,2,0.8,0.4,"Lewis & Clark"
"Mayana Ford","Division 3","Women","Division 3 Women","Macalester Purse Snatchers",0,0,1,1,2,6,0,0,0.166666667,0.166666667,0.333333333,"Macalester"
"Maya Beck-Kjer","Division 1","Women","Division 1 Women","Colorado State Helle's Belles",1,1,0,2,2,5,0.2,0.2,0,0.4,0.4,"Colorado State"
"May Kinnamon","Division 3","Women","Division 3 Women","Macalester Purse Snatchers",3,4,0,1,2,6,0.5,0.666666667,0,0.166666667,0.333333333,"Macalester"
"Max Zeltsar","Division 3","Men","Division 3 Men","Middlebury Pranksters",0,0,2,0,2,5,0,0,0.4,0,0.4,"Middlebury"
"Max Goetz","Division 1","Men","Division 1 Men","North Carolina Darkside",1,0,1,2,2,6,0.166666667,0,0.166666667,0.333333333,0.333333333,"North Carolina"
"Matti Lee","Division 1","Men","Division 1 Men","NC State Alpha",17,1,9,9,2,6,2.833333333,0.166666667,1.5,1.5,0.333333333,"NC State"
"Mathis Turgeon-Roy","Division 1","Men","Division 1 Men","Ottawa Gee-Gees",2,2,1,1,2,5,0.4,0.4,0.2,0.2,0.4,"Ottawa"
"Maisie Prendergast","Division 1","Women","Division 1 Women","Utah Spiral Jetty",0,0,0,2,2,5,0,0,0,0.4,0.4,"Utah"
"Madrona Maling","Division 1","Women","Division 1 Women","Washington Element",1,3,0,0,2,5,0.2,0.6,0,0,0.4,"Washington"
"Madeline Trilling","Division 1","Women","Division 1 Women","California - Santa Cruz Sol",0,2,0,0,2,5,0,0.4,0,0,0.4,"USCS"
"Madeline Scott","Division 1","Women","Division 1 Women","Pennsylvania Venus",1,0,0,3,2,5,0.2,0,0,0.6,0.4,"Pennsylvania"
"Mackenzie Bunnell","Division 3","Women","Division 3 Women","Wesleyan Vicious Circles",11,5,3,5,2,6,1.833333333,0.833333333,0.5,0.833333333,0.333333333,"Wesleyan"
"Luke Forrester","Division 3","Men","Division 3 Men","Franciscan Fatal",0,0,0,2,2,6,0,0,0,0.333333333,0.333333333,"Franciscan"
"Luke Duan","Division 1","Men","Division 1 Men","North Carolina Darkside",1,1,1,1,2,6,0.166666667,0.166666667,0.166666667,0.166666667,0.333333333,"North Carolina"
"Luke Cranor","Division 1","Men","Division 1 Men","Georgia Jojah",0,0,0,2,2,5,0,0,0,0.4,0.4,"Georgia"
"Leyla Williams","Division 1","Women","Division 1 Women","Colorado Quandary",2,0,0,4,2,7,0.285714286,0,0,0.571428571,0.285714286,"Colorado"
"Leo Xiao","Division 1","Men","Division 1 Men","Carleton CUT",10,1,8,3,2,5,2,0.2,1.6,0.6,0.4,"Carleton"
"Leo Sarandos","Division 1","Men","Division 1 Men","Vermont Chill",1,1,1,1,2,5,0.2,0.2,0.2,0.2,0.4,"Vermont"
"Leo Jordan","Division 1","Men","Division 1 Men","Carleton CUT",2,0,3,1,2,5,0.4,0,0.6,0.2,0.4,"Carleton"
"Leo Dungan-Seaver","Division 3","Men","Division 3 Men","Whitman Sweets",0,1,0,1,2,6,0,0.166666667,0,0.166666667,0.333333333,"Whitman"
"Leah Hall","Division 1","Women","Division 1 Women","Oregon Fugue",2,0,3,1,2,6,0.333333333,0,0.5,0.166666667,0.333333333,"Oregon"
"Kyle Riley","Division 1","Men","Division 1 Men","Cal Ursa Major",0,0,2,0,2,5,0,0,0.4,0,0.4,"Cal"
"Kiva Zimmerman","Division 3","Men","Division 3 Men","Williams WUFO",5,2,2,3,2,6,0.833333333,0.333333333,0.333333333,0.5,0.333333333,"Williams"
"KayAnna Williams","Division 3","Women","Division 3 Women","Davenport Panthers",0,2,0,0,2,5,0,0.4,0,0,0.4,"Davenport"
"Katie Anderson","Division 3","Women","Division 3 Women","Portland UPRoar",0,1,0,1,2,6,0,0.166666667,0,0.166666667,0.333333333,"Portland"
"Kai Hoadley","Division 3","Men","Division 3 Men","Middlebury Pranksters",1,1,0,2,2,5,0.2,0.2,0,0.4,0.4,"Middlebury"
"Juraj Hurny","Division 3","Men","Division 3 Men","Davenport Panthers",4,3,1,2,2,6,0.666666667,0.5,0.166666667,0.333333333,0.333333333,"Davenport"
"Joshua Kolby","Division 1","Men","Division 1 Men","Alabama-Huntsville Nightmares",2,1,1,2,2,5,0.4,0.2,0.2,0.4,0.4,"Alabama-Huntsville"
"Joseph Michaud","Division 1","Men","Division 1 Men","Colorado Mambird",1,1,1,1,2,7,0.142857143,0.142857143,0.142857143,0.142857143,0.285714286,"Colorado"
"Jose Dasilva","Division 1","Men","Division 1 Men","Michigan Magnum",1,1,0,2,2,5,0.2,0.2,0,0.4,0.4,"Michigan"
